source_city,source_country,dest_city,dest_country
Duesseldorf,Germany,Rome,Italy
Duesseldorf,Germany,Florence,Italy
Duesseldorf,Germany,Milano,Italy
Duesseldorf,Germany,Naples,Italy
Duesseldorf,Germany,Olbia,Italy
Duesseldorf,Germany,Venice,Italy
Rome,Italy,Catania,Italy
Rome,Italy,Duesseldorf,Germany
Rome,Italy,Milano,Italy
Rome,Italy,Olbia,Italy
Rome,Italy,Berlin,Germany
Rome,Italy,Vienna,Austria
Florence,Italy,Duesseldorf,Germany
Florence,Italy,Stuttgart,Germany
Florence,Italy,Vienna,Austria
Frankfurt,Germany,Catania,Italy
Hamburg,Germany,Olbia,Italy
Kiev,Ukraine,Naples,Italy
London,United Kingdom,Naples,Italy
London,United Kingdom,Olbia,Italy
Milan,Italy,Catania,Italy
Milan,Italy,Naples,Italy
Milan,Italy,Olbia,Italy
Munich,Germany,Brindisi,Italy
Munich,Germany,Cagliari,Italy
Munich,Germany,Catania,Italy
Munich,Germany,Naples,Italy
Munich,Germany,Olbia,Italy
Milano,Italy,Duesseldorf,Germany
Milano,Italy,Rome,Italy
Milano,Italy,Berlin,Germany
Milano,Italy,Vienna,Austria
Naples,Italy,Cagliari,Italy
Naples,Italy,Catania,Italy
Naples,Italy,Duesseldorf,Germany
Naples,Italy,Kiev,Ukraine
Naples,Italy,London,United Kingdom
Naples,Italy,Milan,Italy
Naples,Italy,Munich,Germany
Naples,Italy,Olbia,Italy
Naples,Italy,Stuttgart,Germany
Naples,Italy,Torino,Italy
Naples,Italy,Berlin,Germany
Naples,Italy,Venice,Italy
Naples,Italy,Villafranca,Italy
Naples,Italy,Zurich,Switzerland
Nuernberg,Germany,Olbia,Italy
Olbia,Italy,Bologna,Italy
Olbia,Italy,Cologne,Germany
Olbia,Italy,Duesseldorf,Germany
Olbia,Italy,Rome,Italy
Olbia,Italy,Hamburg,Germany
Olbia,Italy,London,United Kingdom
Olbia,Italy,Milan,Italy
Olbia,Italy,Munich,Germany
Olbia,Italy,Naples,Italy
Olbia,Italy,Nuernberg,Germany
Olbia,Italy,Stuttgart,Germany
Olbia,Italy,Torino,Italy
Olbia,Italy,Berlin,Germany
Olbia,Italy,Vienna,Austria
Olbia,Italy,Villafranca,Italy
Olbia,Italy,Zurich,Switzerland
Stuttgart,Germany,Catania,Italy
Stuttgart,Germany,Florence,Italy
Stuttgart,Germany,Naples,Italy
Stuttgart,Germany,Olbia,Italy
Stuttgart,Germany,Venice,Italy
Lamezia,Italy,Zurich,Switzerland
Torino,Italy,Cagliari,Italy
Torino,Italy,Catania,Italy
Torino,Italy,Naples,Italy
Torino,Italy,Olbia,Italy
Berlin,Germany,Bari,Italy
Berlin,Germany,Catania,Italy
Berlin,Germany,Rome,Italy
Berlin,Germany,Milano,Italy
Berlin,Germany,Naples,Italy
Berlin,Germany,Olbia,Italy
Berlin,Germany,Venice,Italy
Venice,Italy,Duesseldorf,Germany
Venice,Italy,Naples,Italy
Venice,Italy,Stuttgart,Germany
Venice,Italy,Berlin,Germany
Vienna,Austria,Rome,Italy
Vienna,Austria,Florence,Italy
Vienna,Austria,Milano,Italy
Vienna,Austria,Olbia,Italy
Villafranca,Italy,Cagliari,Italy
Villafranca,Italy,Catania,Italy
Villafranca,Italy,Naples,Italy
Villafranca,Italy,Olbia,Italy
Zurich,Switzerland,Brindisi,Italy
Zurich,Switzerland,Catania,Italy
Zurich,Switzerland,Naples,Italy
Zurich,Switzerland,Olbia,Italy
Zurich,Switzerland,Lamezia,Italy
Exeter,United Kingdom,ST MARY\\'S,United Kingdom
Exeter,United Kingdom,Newquai,United Kingdom
ST MARY\\'S,United Kingdom,Exeter,United Kingdom
ST MARY\\'S,United Kingdom,Land's End,United Kingdom
ST MARY\\'S,United Kingdom,Newquai,United Kingdom
Land's End,United Kingdom,ST MARY\\'S,United Kingdom
Newquai,United Kingdom,Exeter,United Kingdom
Newquai,United Kingdom,ST MARY\\'S,United Kingdom
Alghero,Italy,Rome,Italy
Rome,Italy,Alghero,Italy
Rome,Italy,Rzeszow,Poland
Gdansk,Poland,Krakow,Poland
Gdansk,Poland,Lublin,Poland
Gdansk,Poland,Wroclaw,Poland
Gdansk,Poland,Zurich,Switzerland
Krakow,Poland,Gdansk,Poland
Krakow,Poland,Zurich,Switzerland
Lublin,Poland,Gdansk,Poland
Lublin,Poland,Milano,Italy
Milano,Italy,Lublin,Poland
Rzeszow,Poland,Rome,Italy
Wroclaw,Poland,Gdansk,Poland
Wroclaw,Poland,Zurich,Switzerland
Zurich,Switzerland,Gdansk,Poland
Zurich,Switzerland,Krakow,Poland
Zurich,Switzerland,Wroclaw,Poland
Milano,Italy,Rome,Italy
Vienna,Austria,Zurich,Switzerland
Torino,Italy,Rome,Italy
Catania,Italy,Munich,Germany
Munich,Germany,Catania,Italy
Frankfurt,Germany,Geneva,Switzerland
Geneva,Switzerland,Frankfurt,Germany
Hamburg,Germany,Saarbruecken,Germany
Saarbruecken,Germany,Hamburg,Germany
Saarbruecken,Germany,Berlin,Germany
Berlin,Germany,Saarbruecken,Germany
Aberdeen,United Kingdom,Frankfurt,Germany
Ancona,Italy,Munich,Germany
Birmingham,United Kingdom,Duesseldorf,Germany
Birmingham,United Kingdom,Frankfurt,Germany
Birmingham,United Kingdom,Munich,Germany
Bologna,Italy,Frankfurt,Germany
Bologna,Italy,Munich,Germany
Bremen,Germany,Frankfurt,Germany
Bremen,Germany,Munich,Germany
Bari,Italy,Munich,Germany
Basel,Switzerland,Frankfurt,Germany
Basel,Switzerland,Hamburg,Germany
Basel,Switzerland,Munich,Germany
Budapest,Hungary,Duesseldorf,Germany
Budapest,Hungary,Frankfurt,Germany
Budapest,Hungary,Munich,Germany
Cagliari,Italy,Munich,Germany
Cologne,Germany,Munich,Germany
Cologne,Germany,Vienna,Austria
Catania,Italy,Munich,Germany
Donetsk,Ukraine,Munich,Germany
Dresden,Germany,Frankfurt,Germany
Dresden,Germany,Munich,Germany
Dortmund,Germany,Munich,Germany
Duesseldorf,Germany,Birmingham,United Kingdom
Duesseldorf,Germany,Budapest,Hungary
Duesseldorf,Germany,Rome,Italy
Duesseldorf,Germany,Frankfurt,Germany
Duesseldorf,Germany,Glasgow,United Kingdom
Duesseldorf,Germany,Graz,Austria
Duesseldorf,Germany,Hamburg,Germany
Duesseldorf,Germany,London,United Kingdom
Duesseldorf,Germany,Linz,Austria
Duesseldorf,Germany,Manchester,United Kingdom
Duesseldorf,Germany,Munich,Germany
Duesseldorf,Germany,Naples,Italy
Duesseldorf,Germany,Newcastle,United Kingdom
Duesseldorf,Germany,Berlin,Germany
Duesseldorf,Germany,Vienna,Austria
Duesseldorf,Germany,Warsaw,Poland
Duesseldorf,Germany,Zurich,Switzerland
Edinburgh,United Kingdom,Frankfurt,Germany
Rome,Italy,Duesseldorf,Germany
Rome,Italy,Frankfurt,Germany
Rome,Italy,Munich,Germany
Friedrichshafen,Germany,Frankfurt,Germany
Florence,Italy,Frankfurt,Germany
Florence,Italy,Munich,Germany
Munster,Germany,Frankfurt,Germany
Munster,Germany,Munich,Germany
Frankfurt,Germany,Aberdeen,United Kingdom
Frankfurt,Germany,Birmingham,United Kingdom
Frankfurt,Germany,Bologna,Italy
Frankfurt,Germany,Bremen,Germany
Frankfurt,Germany,Basel,Switzerland
Frankfurt,Germany,Budapest,Hungary
Frankfurt,Germany,Dresden,Germany
Frankfurt,Germany,Duesseldorf,Germany
Frankfurt,Germany,Edinburgh,United Kingdom
Frankfurt,Germany,Rome,Italy
Frankfurt,Germany,Friedrichshafen,Germany
Frankfurt,Germany,Florence,Italy
Frankfurt,Germany,Munster,Germany
Frankfurt,Germany,Gdansk,Poland
Frankfurt,Germany,Graz,Austria
Frankfurt,Germany,Geneva,Switzerland
Frankfurt,Germany,Westerland,Germany
Frankfurt,Germany,Hannover,Germany
Frankfurt,Germany,Hamburg,Germany
Frankfurt,Germany,Innsbruck,Austria
Frankfurt,Germany,Kiev,Ukraine
Frankfurt,Germany,Krakow,Poland
Frankfurt,Germany,Katowice,Poland
Frankfurt,Germany,London,United Kingdom
Frankfurt,Germany,Leipzig,Germany
Frankfurt,Germany,London,United Kingdom
Frankfurt,Germany,Milan,Italy
Frankfurt,Germany,Linz,Austria
Frankfurt,Germany,Manchester,United Kingdom
Frankfurt,Germany,Munich,Germany
Frankfurt,Germany,Milano,Italy
Frankfurt,Germany,Naples,Italy
Frankfurt,Germany,Nuernberg,Germany
Frankfurt,Germany,Olbia,Italy
Frankfurt,Germany,Palermo,Italy
Frankfurt,Germany,Poznan,Poland
Frankfurt,Germany,Prague,Czech Republic
Frankfurt,Germany,Rzeszow,Poland
Frankfurt,Germany,Stuttgart,Germany
Frankfurt,Germany,Salzburg,Austria
Frankfurt,Germany,Torino,Italy
Frankfurt,Germany,Berlin,Germany
Frankfurt,Germany,Venice,Italy
Frankfurt,Germany,Vienna,Austria
Frankfurt,Germany,Villafranca,Italy
Frankfurt,Germany,Warsaw,Poland
Frankfurt,Germany,Wroclaw,Poland
Frankfurt,Germany,Zurich,Switzerland
Gdansk,Poland,Frankfurt,Germany
Gdansk,Poland,Munich,Germany
Glasgow,United Kingdom,Duesseldorf,Germany
Genoa,Italy,Munich,Germany
Graz,Austria,Duesseldorf,Germany
Graz,Austria,Frankfurt,Germany
Graz,Austria,Munich,Germany
Graz,Austria,Stuttgart,Germany
Geneva,Switzerland,Frankfurt,Germany
Geneva,Switzerland,Munich,Germany
Westerland,Germany,Frankfurt,Germany
Westerland,Germany,Munich,Germany
Hannover,Germany,Frankfurt,Germany
Hannover,Germany,Munich,Germany
Hannover,Germany,Zurich,Switzerland
Hamburg,Germany,Basel,Switzerland
Hamburg,Germany,Duesseldorf,Germany
Hamburg,Germany,Frankfurt,Germany
Hamburg,Germany,Munich,Germany
Hamburg,Germany,Saarbruecken,Germany
Hamburg,Germany,Vienna,Austria
Hamburg,Germany,Warsaw,Poland
Hamburg,Germany,Zurich,Switzerland
Innsbruck,Austria,Frankfurt,Germany
Kiev,Ukraine,Frankfurt,Germany
Kiev,Ukraine,Munich,Germany
Krakow,Poland,Frankfurt,Germany
Krakow,Poland,Munich,Germany
Katowice,Poland,Frankfurt,Germany
London,United Kingdom,Frankfurt,Germany
Leipzig,Germany,Frankfurt,Germany
Leipzig,Germany,Munich,Germany
Leipzig,Germany,Vienna,Austria
London,United Kingdom,Duesseldorf,Germany
London,United Kingdom,Frankfurt,Germany
London,United Kingdom,Munich,Germany
Milan,Italy,Frankfurt,Germany
Linz,Austria,Duesseldorf,Germany
Linz,Austria,Frankfurt,Germany
Lvov,Ukraine,Munich,Germany
Manchester,United Kingdom,Duesseldorf,Germany
Manchester,United Kingdom,Frankfurt,Germany
Manchester,United Kingdom,Munich,Germany
Munich,Germany,Ancona,Italy
Munich,Germany,Birmingham,United Kingdom
Munich,Germany,Bologna,Italy
Munich,Germany,Bremen,Germany
Munich,Germany,Bari,Italy
Munich,Germany,Basel,Switzerland
Munich,Germany,Budapest,Hungary
Munich,Germany,Cagliari,Italy
Munich,Germany,Cologne,Germany
Munich,Germany,Catania,Italy
Munich,Germany,Donetsk,Ukraine
Munich,Germany,Dresden,Germany
Munich,Germany,Dortmund,Germany
Munich,Germany,Duesseldorf,Germany
Munich,Germany,Rome,Italy
Munich,Germany,Florence,Italy
Munich,Germany,Munster,Germany
Munich,Germany,Frankfurt,Germany
Munich,Germany,Gdansk,Poland
Munich,Germany,Genoa,Italy
Munich,Germany,Graz,Austria
Munich,Germany,Geneva,Switzerland
Munich,Germany,Westerland,Germany
Munich,Germany,Hannover,Germany
Munich,Germany,Hamburg,Germany
Munich,Germany,Kiev,Ukraine
Munich,Germany,Krakow,Poland
Munich,Germany,Leipzig,Germany
Munich,Germany,London,United Kingdom
Munich,Germany,Lvov,Ukraine
Munich,Germany,Manchester,United Kingdom
Munich,Germany,Milano,Italy
Munich,Germany,Naples,Italy
Munich,Germany,Nuernberg,Germany
Munich,Germany,Odessa,Ukraine
Munich,Germany,Olbia,Italy
Munich,Germany,Paderborn,Germany
Munich,Germany,Palermo,Italy
Munich,Germany,Poznan,Poland
Munich,Germany,Prague,Czech Republic
Munich,Germany,Pisa,Italy
Munich,Germany,Laage,Germany
Munich,Germany,Stuttgart,Germany
Munich,Germany,Lamezia,Italy
Munich,Germany,Torino,Italy
Munich,Germany,Ronchi De Legionari,Italy
Munich,Germany,Berlin,Germany
Munich,Germany,Venice,Italy
Munich,Germany,Vienna,Austria
Munich,Germany,Villafranca,Italy
Munich,Germany,Warsaw,Poland
Munich,Germany,Wroclaw,Poland
Munich,Germany,Zurich,Switzerland
Milano,Italy,Frankfurt,Germany
Milano,Italy,Munich,Germany
Naples,Italy,Duesseldorf,Germany
Naples,Italy,Frankfurt,Germany
Naples,Italy,Munich,Germany
Newcastle,United Kingdom,Duesseldorf,Germany
Nuernberg,Germany,Frankfurt,Germany
Nuernberg,Germany,Munich,Germany
Nuernberg,Germany,Zurich,Switzerland
Odessa,Ukraine,Munich,Germany
Olbia,Italy,Frankfurt,Germany
Olbia,Italy,Munich,Germany
Paderborn,Germany,Munich,Germany
Palermo,Italy,Frankfurt,Germany
Palermo,Italy,Munich,Germany
Poznan,Poland,Frankfurt,Germany
Poznan,Poland,Munich,Germany
Prague,Czech Republic,Frankfurt,Germany
Prague,Czech Republic,Munich,Germany
Pisa,Italy,Munich,Germany
Laage,Germany,Munich,Germany
Rzeszow,Poland,Frankfurt,Germany
Saarbruecken,Germany,Hamburg,Germany
Saarbruecken,Germany,Berlin,Germany
Stuttgart,Germany,Frankfurt,Germany
Stuttgart,Germany,Graz,Austria
Stuttgart,Germany,Munich,Germany
Stuttgart,Germany,Vienna,Austria
Stuttgart,Germany,Zurich,Switzerland
Lamezia,Italy,Munich,Germany
Salzburg,Austria,Frankfurt,Germany
Torino,Italy,Frankfurt,Germany
Torino,Italy,Munich,Germany
Ronchi De Legionari,Italy,Munich,Germany
Berlin,Germany,Duesseldorf,Germany
Berlin,Germany,Frankfurt,Germany
Berlin,Germany,Munich,Germany
Berlin,Germany,Saarbruecken,Germany
Berlin,Germany,Vienna,Austria
Berlin,Germany,Zurich,Switzerland
Venice,Italy,Frankfurt,Germany
Venice,Italy,Munich,Germany
Vienna,Austria,Cologne,Germany
Vienna,Austria,Duesseldorf,Germany
Vienna,Austria,Frankfurt,Germany
Vienna,Austria,Hamburg,Germany
Vienna,Austria,Leipzig,Germany
Vienna,Austria,Munich,Germany
Vienna,Austria,Stuttgart,Germany
Vienna,Austria,Berlin,Germany
Villafranca,Italy,Frankfurt,Germany
Villafranca,Italy,Munich,Germany
Warsaw,Poland,Duesseldorf,Germany
Warsaw,Poland,Frankfurt,Germany
Warsaw,Poland,Hamburg,Germany
Warsaw,Poland,Munich,Germany
Wroclaw,Poland,Frankfurt,Germany
Wroclaw,Poland,Munich,Germany
Zurich,Switzerland,Duesseldorf,Germany
Zurich,Switzerland,Frankfurt,Germany
Zurich,Switzerland,Hannover,Germany
Zurich,Switzerland,Hamburg,Germany
Zurich,Switzerland,Munich,Germany
Zurich,Switzerland,Nuernberg,Germany
Zurich,Switzerland,Stuttgart,Germany
Zurich,Switzerland,Berlin,Germany
Eday,United Kingdom,Kirkwall,United Kingdom
Kirkwall,United Kingdom,Eday,United Kingdom
Kirkwall,United Kingdom,Sanday,United Kingdom
Kirkwall,United Kingdom,North Ronaldsay,United Kingdom
Kirkwall,United Kingdom,Papa Westray,United Kingdom
Kirkwall,United Kingdom,Stronsay,United Kingdom
Kirkwall,United Kingdom,Westray,United Kingdom
Sanday,United Kingdom,Kirkwall,United Kingdom
Sanday,United Kingdom,Stronsay,United Kingdom
North Ronaldsay,United Kingdom,Eday,United Kingdom
North Ronaldsay,United Kingdom,Kirkwall,United Kingdom
North Ronaldsay,United Kingdom,Sanday,United Kingdom
North Ronaldsay,United Kingdom,Papa Westray,United Kingdom
Papa Westray,United Kingdom,Kirkwall,United Kingdom
Papa Westray,United Kingdom,North Ronaldsay,United Kingdom
Papa Westray,United Kingdom,Westray,United Kingdom
Stronsay,United Kingdom,Kirkwall,United Kingdom
Stronsay,United Kingdom,Sanday,United Kingdom
Westray,United Kingdom,Kirkwall,United Kingdom
Westray,United Kingdom,Papa Westray,United Kingdom
Budapest,Hungary,Warsaw,Poland
Duesseldorf,Germany,Warsaw,Poland
Frankfurt,Germany,Gdansk,Poland
Frankfurt,Germany,Krakow,Poland
Frankfurt,Germany,Katowice,Poland
Frankfurt,Germany,Poznan,Poland
Frankfurt,Germany,Warsaw,Poland
Frankfurt,Germany,Wroclaw,Poland
Gdansk,Poland,Frankfurt,Germany
Gdansk,Poland,Munich,Germany
Gdansk,Poland,Warsaw,Poland
Geneva,Switzerland,Warsaw,Poland
Hamburg,Germany,Warsaw,Poland
Kiev,Ukraine,Warsaw,Poland
Krakow,Poland,Frankfurt,Germany
Krakow,Poland,Munich,Germany
Krakow,Poland,Vienna,Austria
Krakow,Poland,Warsaw,Poland
Katowice,Poland,Frankfurt,Germany
Katowice,Poland,Warsaw,Poland
London,United Kingdom,Warsaw,Poland
Lvov,Ukraine,Warsaw,Poland
Munich,Germany,Gdansk,Poland
Munich,Germany,Krakow,Poland
Munich,Germany,Poznan,Poland
Munich,Germany,Warsaw,Poland
Munich,Germany,Wroclaw,Poland
Milano,Italy,Warsaw,Poland
Odessa,Ukraine,Warsaw,Poland
Poznan,Poland,Frankfurt,Germany
Poznan,Poland,Munich,Germany
Poznan,Poland,Warsaw,Poland
Prague,Czech Republic,Warsaw,Poland
Rzeszow,Poland,Warsaw,Poland
Szczecin,Poland,Warsaw,Poland
Vienna,Austria,Krakow,Poland
Vienna,Austria,Warsaw,Poland
Warsaw,Poland,Budapest,Hungary
Warsaw,Poland,Duesseldorf,Germany
Warsaw,Poland,Frankfurt,Germany
Warsaw,Poland,Gdansk,Poland
Warsaw,Poland,Geneva,Switzerland
Warsaw,Poland,Hamburg,Germany
Warsaw,Poland,Kiev,Ukraine
Warsaw,Poland,Krakow,Poland
Warsaw,Poland,Katowice,Poland
Warsaw,Poland,London,United Kingdom
Warsaw,Poland,Lvov,Ukraine
Warsaw,Poland,Munich,Germany
Warsaw,Poland,Milano,Italy
Warsaw,Poland,Odessa,Ukraine
Warsaw,Poland,Poznan,Poland
Warsaw,Poland,Prague,Czech Republic
Warsaw,Poland,Rzeszow,Poland
Warsaw,Poland,Szczecin,Poland
Warsaw,Poland,Vienna,Austria
Warsaw,Poland,Wroclaw,Poland
Warsaw,Poland,Zurich,Switzerland
Wroclaw,Poland,Frankfurt,Germany
Wroclaw,Poland,Munich,Germany
Wroclaw,Poland,Warsaw,Poland
Zurich,Switzerland,Warsaw,Poland
Budapest,Hungary,Edinburgh,United Kingdom
Budapest,Hungary,East Midlands,United Kingdom
Budapest,Hungary,Leeds,United Kingdom
Budapest,Hungary,Manchester,United Kingdom
Duesseldorf,Germany,Leeds,United Kingdom
Edinburgh,United Kingdom,Budapest,Hungary
Edinburgh,United Kingdom,Prague,Czech Republic
Edinburgh,United Kingdom,Venice,Italy
East Midlands,United Kingdom,Budapest,Hungary
East Midlands,United Kingdom,Prague,Czech Republic
Rome,Italy,Glasgow,United Kingdom
Rome,Italy,Leeds,United Kingdom
Rome,Italy,Manchester,United Kingdom
Rome,Italy,Newcastle,United Kingdom
Glasgow,United Kingdom,Rome,Italy
Krakow,Poland,Newcastle,United Kingdom
Leeds,United Kingdom,Budapest,Hungary
Leeds,United Kingdom,Duesseldorf,Germany
Leeds,United Kingdom,Rome,Italy
Leeds,United Kingdom,Prague,Czech Republic
Leeds,United Kingdom,Pisa,Italy
Leeds,United Kingdom,Venice,Italy
Manchester,United Kingdom,Budapest,Hungary
Manchester,United Kingdom,Rome,Italy
Manchester,United Kingdom,Prague,Czech Republic
Manchester,United Kingdom,Pisa,Italy
Manchester,United Kingdom,Venice,Italy
Manchester,United Kingdom,Vienna,Austria
Newcastle,United Kingdom,Rome,Italy
Newcastle,United Kingdom,Krakow,Poland
Newcastle,United Kingdom,Prague,Czech Republic
Newcastle,United Kingdom,Pisa,Italy
Newcastle,United Kingdom,Venice,Italy
Prague,Czech Republic,Edinburgh,United Kingdom
Prague,Czech Republic,East Midlands,United Kingdom
Prague,Czech Republic,Leeds,United Kingdom
Prague,Czech Republic,Manchester,United Kingdom
Prague,Czech Republic,Newcastle,United Kingdom
Pisa,Italy,Leeds,United Kingdom
Pisa,Italy,Manchester,United Kingdom
Pisa,Italy,Newcastle,United Kingdom
Venice,Italy,Edinburgh,United Kingdom
Venice,Italy,Leeds,United Kingdom
Venice,Italy,Manchester,United Kingdom
Venice,Italy,Newcastle,United Kingdom
Vienna,Austria,Manchester,United Kingdom
Birmingham,United Kingdom,Zurich,Switzerland
Basel,Switzerland,Rome,Italy
Basel,Switzerland,Frankfurt,Germany
Basel,Switzerland,Hamburg,Germany
Basel,Switzerland,London,United Kingdom
Basel,Switzerland,Munich,Germany
Basel,Switzerland,Prague,Czech Republic
Basel,Switzerland,Vienna,Austria
Budapest,Hungary,Zurich,Switzerland
Cologne,Germany,Zurich,Switzerland
Catania,Italy,Geneva,Switzerland
Catania,Italy,Zurich,Switzerland
Duesseldorf,Germany,Zurich,Switzerland
Rome,Italy,Basel,Switzerland
Rome,Italy,Geneva,Switzerland
Rome,Italy,Zurich,Switzerland
Florence,Italy,Zurich,Switzerland
Frankfurt,Germany,Basel,Switzerland
Frankfurt,Germany,Geneva,Switzerland
Frankfurt,Germany,Zurich,Switzerland
Geneva,Switzerland,Catania,Italy
Geneva,Switzerland,Rome,Italy
Geneva,Switzerland,Frankfurt,Germany
Geneva,Switzerland,London,United Kingdom
Geneva,Switzerland,London,United Kingdom
Geneva,Switzerland,Munich,Germany
Geneva,Switzerland,Olbia,Italy
Geneva,Switzerland,Prague,Czech Republic
Geneva,Switzerland,Vienna,Austria
Geneva,Switzerland,Warsaw,Poland
Geneva,Switzerland,Zurich,Switzerland
Hannover,Germany,Zurich,Switzerland
Hamburg,Germany,Basel,Switzerland
Hamburg,Germany,Zurich,Switzerland
Kiev,Ukraine,Zurich,Switzerland
London,United Kingdom,Basel,Switzerland
London,United Kingdom,Geneva,Switzerland
London,United Kingdom,Zurich,Switzerland
London,United Kingdom,Geneva,Switzerland
London,United Kingdom,Zurich,Switzerland
Lugano,Switzerland,Zurich,Switzerland
Manchester,United Kingdom,Zurich,Switzerland
Munich,Germany,Basel,Switzerland
Munich,Germany,Geneva,Switzerland
Munich,Germany,Zurich,Switzerland
Milano,Italy,Zurich,Switzerland
Nuernberg,Germany,Zurich,Switzerland
Olbia,Italy,Geneva,Switzerland
Prague,Czech Republic,Basel,Switzerland
Prague,Czech Republic,Geneva,Switzerland
Prague,Czech Republic,Zurich,Switzerland
Stuttgart,Germany,Zurich,Switzerland
Berlin,Germany,Zurich,Switzerland
Venice,Italy,Zurich,Switzerland
Vienna,Austria,Basel,Switzerland
Vienna,Austria,Geneva,Switzerland
Vienna,Austria,Zurich,Switzerland
Warsaw,Poland,Geneva,Switzerland
Warsaw,Poland,Zurich,Switzerland
Zurich,Switzerland,Birmingham,United Kingdom
Zurich,Switzerland,Budapest,Hungary
Zurich,Switzerland,Cologne,Germany
Zurich,Switzerland,Catania,Italy
Zurich,Switzerland,Duesseldorf,Germany
Zurich,Switzerland,Rome,Italy
Zurich,Switzerland,Florence,Italy
Zurich,Switzerland,Frankfurt,Germany
Zurich,Switzerland,Geneva,Switzerland
Zurich,Switzerland,Hannover,Germany
Zurich,Switzerland,Hamburg,Germany
Zurich,Switzerland,Kiev,Ukraine
Zurich,Switzerland,London,United Kingdom
Zurich,Switzerland,London,United Kingdom
Zurich,Switzerland,Lugano,Switzerland
Zurich,Switzerland,Manchester,United Kingdom
Zurich,Switzerland,Munich,Germany
Zurich,Switzerland,Milano,Italy
Zurich,Switzerland,Nuernberg,Germany
Zurich,Switzerland,Prague,Czech Republic
Zurich,Switzerland,Stuttgart,Germany
Zurich,Switzerland,Berlin,Germany
Zurich,Switzerland,Venice,Italy
Zurich,Switzerland,Vienna,Austria
Zurich,Switzerland,Warsaw,Poland
Kiev,Ukraine,Zaporozhye,Ukraine
Kiev,Ukraine,Uzhgorod,Ukraine
Zaporozhye,Ukraine,Kiev,Ukraine
Uzhgorod,Ukraine,Kiev,Ukraine
London,United Kingdom,Warsaw,Poland
Warsaw,Poland,London,United Kingdom
Bratislava,Slovakia,Kosice,Slovakia
Bratislava,Slovakia,Prague,Czech Republic
Budapest,Hungary,Prague,Czech Republic
Duesseldorf,Germany,Prague,Czech Republic
Rome,Italy,Prague,Czech Republic
Frankfurt,Germany,Prague,Czech Republic
Hamburg,Germany,Prague,Czech Republic
Kiev,Ukraine,Prague,Czech Republic
Kosice,Slovakia,Bratislava,Slovakia
Kosice,Slovakia,Prague,Czech Republic
Milano,Italy,Prague,Czech Republic
Ostrava,Czech Republic,Prague,Czech Republic
Prague,Czech Republic,Bratislava,Slovakia
Prague,Czech Republic,Budapest,Hungary
Prague,Czech Republic,Duesseldorf,Germany
Prague,Czech Republic,Rome,Italy
Prague,Czech Republic,Frankfurt,Germany
Prague,Czech Republic,Hamburg,Germany
Prague,Czech Republic,Kiev,Ukraine
Prague,Czech Republic,Kosice,Slovakia
Prague,Czech Republic,Milano,Italy
Prague,Czech Republic,Ostrava,Czech Republic
Prague,Czech Republic,Berlin,Germany
Prague,Czech Republic,Warsaw,Poland
Prague,Czech Republic,Zurich,Switzerland
Berlin,Germany,Prague,Czech Republic
Warsaw,Poland,Prague,Czech Republic
Zurich,Switzerland,Prague,Czech Republic
Bologna,Italy,Vienna,Austria
Basel,Switzerland,Vienna,Austria
Budapest,Hungary,Vienna,Austria
Cologne,Germany,Klagenfurt,Austria
Cologne,Germany,Salzburg,Austria
Cologne,Germany,Vienna,Austria
Catania,Italy,Vienna,Austria
Dnepropetrovsk,Ukraine,Vienna,Austria
Duesseldorf,Germany,Graz,Austria
Duesseldorf,Germany,Linz,Austria
Duesseldorf,Germany,Vienna,Austria
Rome,Italy,Vienna,Austria
Florence,Italy,Vienna,Austria
Frankfurt,Germany,Graz,Austria
Frankfurt,Germany,Innsbruck,Austria
Frankfurt,Germany,Linz,Austria
Frankfurt,Germany,Salzburg,Austria
Frankfurt,Germany,Vienna,Austria
Graz,Austria,Duesseldorf,Germany
Graz,Austria,Frankfurt,Germany
Graz,Austria,Munich,Germany
Graz,Austria,Stuttgart,Germany
Graz,Austria,Vienna,Austria
Geneva,Switzerland,Vienna,Austria
Hannover,Germany,Vienna,Austria
Hamburg,Germany,Klagenfurt,Austria
Hamburg,Germany,Vienna,Austria
Kharkov,Ukraine,Vienna,Austria
Innsbruck,Austria,Frankfurt,Germany
Innsbruck,Austria,Vienna,Austria
Kiev,Ukraine,Vienna,Austria
Klagenfurt,Austria,Cologne,Germany
Klagenfurt,Austria,Hamburg,Germany
Klagenfurt,Austria,Berlin,Germany
Klagenfurt,Austria,Vienna,Austria
Krakow,Poland,Vienna,Austria
Kosice,Slovakia,Vienna,Austria
Leipzig,Germany,Vienna,Austria
London,United Kingdom,Vienna,Austria
Linz,Austria,Duesseldorf,Germany
Linz,Austria,Frankfurt,Germany
Linz,Austria,Vienna,Austria
Lvov,Ukraine,Vienna,Austria
Munich,Germany,Graz,Austria
Munich,Germany,Vienna,Austria
Milano,Italy,Vienna,Austria
Naples,Italy,Vienna,Austria
Odessa,Ukraine,Vienna,Austria
Olbia,Italy,Vienna,Austria
Palermo,Italy,Vienna,Austria
Prague,Czech Republic,Vienna,Austria
Stuttgart,Germany,Graz,Austria
Stuttgart,Germany,Vienna,Austria
Lamezia,Italy,Vienna,Austria
Salzburg,Austria,Cologne,Germany
Salzburg,Austria,Frankfurt,Germany
